key,name,provider,provider_slug,category,category_label,benefit_type,application_status,application_status_source_url,application_status_checked_at,value_text,value_usd,eligibility,stages,max_funding_raised_usd,max_company_age_years,geographies,recurring_or_expiry,other_requirements,confidence,last_verified,source_url,apply_url,url
embroker-embroker-startup-program,Embroker Startup Program,Embroker,embroker,security-legal-hr,"Security, Legal & HR",Program,unknown,,,Startup insurance program (~20% avg savings),,Any startup,seed; series-a; series-b-plus,250000000,,United States,Ongoing,,high,,https://www.embroker.com/startup/,https://www.embroker.com/startup/,https://startupperks.co/programs/embroker-embroker-startup-program
hanko-hanko-cloud-free,Hanko Cloud Free,Hanko,hanko,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,2026-09-10T06:00:17.707Z,https://www.hanko.io/pricing,https://www.hanko.io/pricing,https://startupperks.co/programs/hanko-hanko-cloud-free
supertokens-supertokens-open-source-free-cloud,SuperTokens (open source + free cloud),SuperTokens,supertokens,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free under 5K monthly active users,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,2026-09-10T06:00:17.707Z,https://supertokens.com/pricing,https://supertokens.com/pricing,https://startupperks.co/programs/supertokens-supertokens-open-source-free-cloud
ory-ory-open-source-free-developer,Ory (open source + free developer),Ory,ory,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source (self-host),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,medium,,https://www.ory.com/pricing,https://www.ory.com/pricing,https://startupperks.co/programs/ory-ory-open-source-free-developer
keycloak-keycloak-open-source-iam,Keycloak (open source IAM),Keycloak,keycloak,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,,https://www.keycloak.org/,https://www.keycloak.org/,https://startupperks.co/programs/keycloak-keycloak-open-source-iam
wazuh-wazuh-open-source-siem-xdr,Wazuh (open source SIEM/XDR),Wazuh,wazuh,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,,https://wazuh.com/,https://wazuh.com/,https://startupperks.co/programs/wazuh-wazuh-open-source-siem-xdr
bitwarden-bitwarden-free,Bitwarden Free,Bitwarden,bitwarden,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free plan + open source,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,medium,,https://bitwarden.com/pricing/business/,https://bitwarden.com/pricing/business/,https://startupperks.co/programs/bitwarden-bitwarden-free
documenso-documenso-open-source-esign,Documenso (open source eSign),Documenso,documenso,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source (self-host),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,medium,,https://documenso.com/pricing,https://documenso.com/pricing,https://startupperks.co/programs/documenso-documenso-open-source-esign
frontegg-frontegg-free-pay-as-you-go,Frontegg Free (Pay-as-you-go),Frontegg,frontegg,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,"Start for free up to 7,500 users",,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,2026-09-10T06:00:25.909Z,https://frontegg.com/pricing,https://frontegg.com/pricing,https://startupperks.co/programs/frontegg-frontegg-free-pay-as-you-go
crowdsec-crowdsec-community,CrowdSec Community,CrowdSec,crowdsec,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source (Community plan),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,,https://www.crowdsec.net/pricing,https://www.crowdsec.net/pricing,https://startupperks.co/programs/crowdsec-crowdsec-community
projectdiscovery-nuclei-open-source-scanner,Nuclei (open source scanner),ProjectDiscovery,projectdiscovery,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source (Nuclei),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,medium,,https://projectdiscovery.io/,https://projectdiscovery.io/,https://startupperks.co/programs/projectdiscovery-nuclei-open-source-scanner
fleet-fleet-free,Fleet Free,Fleet,fleet,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free self-hosted ($0/host),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,,https://fleetdm.com/pricing,https://fleetdm.com/pricing,https://startupperks.co/programs/fleet-fleet-free
cerbos-cerbos-pdp-open-source,Cerbos PDP (open source),Cerbos,cerbos,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free / open source (self-host),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,,https://cerbos.dev/,https://cerbos.dev/,https://startupperks.co/programs/cerbos-cerbos-pdp-open-source
socket-socket-free,Socket Free,Socket,socket,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,$0,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,2026-09-10T06:00:40.491Z,https://socket.dev/pricing,https://socket.dev/pricing,https://startupperks.co/programs/socket-socket-free
signwell-signwell-free,SignWell Free,SignWell,signwell,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free plan (3 docs/month),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,,https://www.signwell.com/pricing/,https://www.signwell.com/pricing/,https://startupperks.co/programs/signwell-signwell-free
termly-termly-free,Termly Free,Termly,termly,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free plan at $0,,No funding needed,idea; pre-seed; seed,,,,Ongoing,,high,2026-09-10T18:00:45.184Z,https://termly.io/products/pricing/,https://termly.io/products/pricing/,https://startupperks.co/programs/termly-termly-free
aikido-security-aikido-for-startups,Aikido for Startups,Aikido Security,aikido-security,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,Up to 30% off,,Any startup,pre-seed; seed,1500000,,,Ongoing,,high,,https://www.aikido.dev/industries/aikido-for-startups,https://www.aikido.dev/industries/aikido-for-startups,https://startupperks.co/programs/aikido-security-aikido-for-startups
akaunting-akaunting-free-open-source-accounting,Akaunting free open-source accounting,Akaunting,akaunting,finance-ops,Finance & Ops,Free plan,unknown,,,Free open-source (self-hosted),,No funding needed,idea; pre-seed; seed,,,,Ongoing (open-source),Free version is self-hosted; cloud plans are paid.,medium,,https://akaunting.com/pricing,https://akaunting.com/pricing,https://startupperks.co/programs/akaunting-akaunting-free-open-source-accounting
reclaim-ai-reclaim-for-startups-startup-discount,Reclaim for Startups (Startup Discount),Reclaim.ai,reclaim-ai,productivity-saas,Productivity & SaaS,Discount,unknown,,,20% off for 3 years,,Any startup,pre-seed; seed; series-a,10000000,5,,Discount applies for 3 years,"Minimum 5 Reclaim seats, under 100 employees, raised under $10M, founded less than 5 years ago.",high,2026-09-11T06:01:11.020Z,https://reclaim.ai/pricing/startup-discount,https://reclaim.ai/pricing/startup-discount,https://startupperks.co/programs/reclaim-ai-reclaim-for-startups-startup-discount
grain-grain-for-startups,Grain for Startups,Grain,grain,productivity-saas,Productivity & SaaS,Discount,unknown,,,Worth $5.8k,5800,VC / accelerator-backed,pre-seed; seed; series-a,10000000,,,6 months,"Raised under $10M venture funding, under 50 employees, affiliated with Grain's Partnership Network (YC, Techstars, 500 Startups, and listed VC funds), new Grain customer.",high,2026-09-11T06:01:11.020Z,https://grain.com/startups,https://grain.com/startups,https://startupperks.co/programs/grain-grain-for-startups
signeasy-signeasy-for-startups,Signeasy for Startups,Signeasy,signeasy,productivity-saas,Productivity & SaaS,Discount,unknown,,,30% off all plans for a year,,Any startup,pre-seed; seed; series-a,5000000,5,,"1 year, then standard pricing","Less than $5M in funding, registered business under 5 years in operation, first-time Signeasy customer (no prior paid plan). Valid on annual plans. Reverts to full standard rate after one year.",high,2026-09-11T06:01:11.020Z,https://signeasy.com/startups,https://signeasy.com/startups,https://startupperks.co/programs/signeasy-signeasy-for-startups
gitbook-gitbook-startups-program,GitBook Startups Program,GitBook,gitbook,productivity-saas,Productivity & SaaS,Free plan,unknown,,,6 months of free access to GitBook’s full platform,,Any startup,pre-seed; seed,2000000,2,,6 months,"Founded less than 2 years ago, raised no more than $2M USD total, not on any paid GitBook plan, non-crypto. Transitions to a paid plan after the free period.",high,2026-09-11T12:00:16.306Z,https://www.gitbook.com/industries/startups,https://www.gitbook.com/industries/startups,https://startupperks.co/programs/gitbook-gitbook-startups-program
pandadoc-pandadoc-free-esign-for-startups-startup-stack,PandaDoc Free eSign for Startups (Startup Stack),PandaDoc,pandadoc,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free eSign plan (up to 5 documents/month),,No funding needed,idea; pre-seed; seed,,,,,,medium,,https://www.pandadoc.com/startup-stack/,https://www.pandadoc.com/startup-stack/,https://startupperks.co/programs/pandadoc-pandadoc-free-esign-for-startups-startup-stack
whimsical-whimsical-for-startups,Whimsical for Startups,Whimsical,whimsical,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Up to 12 months of Pro for free,,VC / accelerator-backed,pre-seed; seed,,,,6 to 12 months,"New Whimsical customer, fewer than 50 employees, backed by a Whimsical partner (Y Combinator, Alchemist, Founders Factory, Giant Ventures, and others). Revenue under $1M = 12 months free; over $1M = 6 months.",high,2026-09-11T12:00:16.306Z,https://whimsical.com/startups,https://whimsical.com/startups,https://startupperks.co/programs/whimsical-whimsical-for-startups
freshworks-freshworks-for-startups,Freshworks for Startups,Freshworks,freshworks,productivity-saas,Productivity & SaaS,Program,unknown,,,Freshworks for Startups program (product credits/discounted access; specifics confirmed on application),,Any startup,pre-seed; seed; series-a,,,,,Eligibility and exact benefits are determined via the program application; could not be extracted from the SPA landing page.,low,,https://startups.freshworks.com/,https://startups.freshworks.com/,https://startupperks.co/programs/freshworks-freshworks-for-startups
shortcut-shortcut-for-startups,Shortcut for Startups,Shortcut,shortcut,productivity-saas,Productivity & SaaS,Free plan,unknown,,,12 months free,,Any startup,pre-seed; seed,10000000,,,12 months,"New Shortcut customer, fewer than 50 employees, pre-Series A funding stage, not a service provider or consulting agency. Securing >$10M funding ends the program.",high,2026-09-11T12:00:29.113Z,https://www.shortcut.com/startups,https://www.shortcut.com/startups,https://startupperks.co/programs/shortcut-shortcut-for-startups
plain-plain-for-startups,Plain for Startups,Plain,plain,productivity-saas,Productivity & SaaS,Discount,unknown,,,50% off our Horizon plan,,VC / accelerator-backed,pre-seed; seed,5000000,,,12 months,"Early-stage VC-backed, up to $5M in funding, support team of 10 or fewer, new customer (not already a Plain customer).",high,2026-09-11T12:00:47.285Z,https://plain.com/startups,https://plain.com/startups,https://startupperks.co/programs/plain-plain-for-startups
signwell-signwell-for-startups,SignWell for Startups,SignWell,signwell,productivity-saas,Productivity & SaaS,Credits,unknown,,,Up to $500 in SignWell credits,500,Any startup,pre-seed; seed; series-a,5000000,,,,"Technology-driven startup, Series A or below, under $5M in funding, not currently on a paid SignWell plan, willing to serve as a reference (case study, quote, or video). Create an account first, then apply.",high,2026-09-11T18:00:49.624Z,https://signwell.com/startups,https://signwell.com/startups,https://startupperks.co/programs/signwell-signwell-for-startups
huawei-cloud-huawei-cloud-startup-program-spark,Huawei Cloud Startup Program (Spark),Huawei Cloud,huawei-cloud,cloud-infra,Cloud & Infrastructure,Credits,unknown,,,"Minimum of 5,000 Huawei Cloud cash credits voucher, with the possibility to apply for up to 150,000",,Any startup,pre-seed; seed; series-a,,5,,Rolling applications,Company established less than 5 years ago; not publicly listed; no more than 50% of shares held by a listed company.,high,2026-09-11T18:00:49.624Z,https://www.huaweicloud.com/intl/en-us/startup/,https://www.huaweicloud.com/intl/en-us/startup/,https://startupperks.co/programs/huawei-cloud-huawei-cloud-startup-program-spark
iubenda-iubenda-free,iubenda Free,iubenda,iubenda,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free plan (privacy & cookie compliance),,No funding needed,idea; pre-seed; seed,,,,Ongoing,,medium,,https://www.iubenda.com/en/pricing,https://www.iubenda.com/en/pricing,https://startupperks.co/programs/iubenda-iubenda-free
arm-arm-flexible-access-for-startups,Arm Flexible Access for Startups,Arm,arm,dev-tools,Developer Tools,Free plan,unknown,,,"Free Arm Flexible Access (normally ~$85,000/yr membership) for eligible silicon startups; license fees due only at tape-out",,Any startup,idea; pre-seed; seed,,,,Rolling,Early-stage silicon startups; eligibility confirmed by Arm on application.,high,,https://www.arm.com/products/flexible-access,https://www.arm.com/products/flexible-access,https://startupperks.co/programs/arm-arm-flexible-access-for-startups
e2b-e2b-for-startups,E2B for Startups,E2B,e2b,ai-ml,AI & ML,Credits,unknown,,,"$20,000 in credits + Pro tier",20000,No funding needed,pre-seed; seed; series-a,5000000,3,,One-time credits; cohort-based (first 2026 batch open),"Raised less than $5M, founded less than 3 years ago, first-time E2B user. Open-source not required. Rejected-but-eligible applicants may reapply after 3 months.",high,,https://e2b.dev/startups,https://e2b.dev/startups,https://startupperks.co/programs/e2b-e2b-for-startups
roboflow-roboflow-for-startups,Roboflow for Startups,Roboflow,roboflow,ai-ml,AI & ML,Free plan,unknown,,,1 free year of Core Plan ($948) + platform credits,948,Accelerator-backed,pre-seed; seed,5000000,,,12 months,"Must have raised less than $5M, be a new Roboflow customer, and be a current or alumni member of a partner startup program/accelerator (Google Cloud for Startups, Y Combinator, Sequoia Arc, and others).",high,,https://startups.roboflow.com/,https://startups.roboflow.com/,https://startupperks.co/programs/roboflow-roboflow-for-startups
